Year,Month,State,Revenue(Thousand $),Consumption(Megawatthours),Customers(Count),Price(Cents/kWh),Precipitation,Temperature,nat_gas_to_elect_power,PS-Wtotl,DO-WFrTo,DO-WDelv ,IN-Wtotl,IR-WFrTo,IR-RecWW,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WFrTo,IC-RecWW,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WFrTo,IG-RecWW,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WFrTo,AQ-WTotl,MI-Wtotl,PT-Wtotl,PT-RecWW,PT-PSDel,PT-Power,PO-WTotl,PO-RecWW,PO-PSDel,PO-Power,PC-WTotl,PC-RecWW,PC-PSDel,PC-Power
2011,1,CT,"466,863","2,780,309","1,614,219",16.79,3.36,23.2,7686,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,2,CT,"387,663","2,390,927","1,572,803",16.21,3.84,27.1,7771,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,3,CT,"398,719","2,436,332","1,614,558",16.37,4.74,37,6673,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,4,CT,"370,989","2,260,627","1,612,808",16.41,5.52,48.9,6958,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,5,CT,"376,033","2,300,770","1,611,524",16.34,4.87,59.7,8366,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,6,CT,"410,793","2,502,915","1,610,761",16.41,6.15,66.9,8410,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,7,CT,"473,045","2,893,149","1,609,445",16.35,2.17,74.1,10878,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,8,CT,"484,305","2,995,189","1,610,758",16.17,11.56,70.8,11176,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,9,CT,"405,881","2,518,712","1,610,734",16.11,7.78,66.4,10952,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,10,CT,"365,383","2,240,715","1,610,594",16.31,5.6,53.4,9671,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,11,CT,"351,920","2,153,066","1,612,710",16.35,3.57,45.9,9523,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2011,12,CT,"389,922","2,386,284","1,613,597",16.34,4.53,36.9,9104,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,1,CT,"415,443","2,616,524","1,612,657",15.88,2.86,31.7,8057,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,2,CT,"375,466","2,415,610","1,612,622",15.54,1.09,35,7632,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,3,CT,"363,010","2,355,589","1,611,734",15.41,1.3,45.8,7958,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,4,CT,"331,881","2,128,348","1,611,291",15.59,3,49.7,7145,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,5,CT,"338,405","2,183,970","1,610,561",15.49,3.94,61.6,7282,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,6,CT,"368,510","2,397,054","1,609,677",15.37,4.3,66.4,9355,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,7,CT,"459,721","2,968,009","1,608,973",15.49,3.78,74.1,12596,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,8,CT,"468,038","3,037,225","1,608,686",15.41,3.85,72,12490,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,9,CT,"400,529","2,591,456","1,609,073",15.46,5.41,63.3,10475,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,10,CT,"338,875","2,148,332","1,598,119",15.77,4.36,54.7,10614,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,11,CT,"347,071","2,198,796","1,611,950",15.78,0.8,39.4,11034,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2012,12,CT,"377,528","2,451,424","1,611,468",15.4,4.7,35.9,9346,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,1,CT,"408,514","2,635,480","1,610,872",15.5,1.72,28.8,8799,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,2,CT,"403,646","2,560,131","1,610,213",15.77,3.62,29.2,8263,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,3,CT,"373,647","2,383,806","1,607,552",15.67,2.35,36,8884,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,4,CT,"362,099","2,340,505","1,610,243",15.47,1.49,47.3,8293,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,5,CT,"333,271","2,138,690","1,609,642",15.58,4.47,58.2,9379,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,6,CT,"381,726","2,436,415","1,609,643",15.67,10.6,67.7,8496,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,7,CT,"479,178","3,086,004","1,610,967",15.53,3.67,75.9,11344,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,8,CT,"438,258","2,832,046","1,609,711",15.48,3.92,68.7,9783,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,9,CT,"392,739","2,505,320","1,610,192",15.68,2.84,61.4,9140,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,10,CT,"338,354","2,136,396","1,609,417",15.84,1.36,53.4,8088,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,11,CT,"345,449","2,165,826","1,609,782",15.95,3.7,39.8,8358,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2013,12,CT,"412,201","2,603,898","1,611,203",15.83,3.65,31,7923,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,1,CT,"478,522","2,785,960","1,611,301",17.18,2.8,23.6,6049,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,2,CT,"467,195","2,635,436","1,610,692",17.73,3.42,25,6598,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,3,CT,"433,856","2,472,284","1,607,378",17.55,4.22,30.6,7020,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,4,CT,"380,920","2,227,613","1,603,642",17.1,4.38,46.7,8610,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,5,CT,"363,962","2,182,974","1,598,265",16.67,4.79,58.3,7953,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,6,CT,"388,361","2,294,336","1,628,052",16.93,2.41,66.8,8914,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,7,CT,"458,916","2,754,110","1,627,896",16.66,4.84,71.9,11241,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,8,CT,"446,459","2,643,902","1,627,455",16.89,3.05,68.4,10584,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,9,CT,"420,657","2,505,926","1,627,682",16.79,1.39,63.6,8049,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,10,CT,"352,511","2,108,253","1,626,758",16.72,4.67,54.1,6971,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,11,CT,"374,069","2,221,734","1,629,766",16.84,4.16,39.7,8416,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2014,12,CT,"438,551","2,521,931","1,632,281",17.39,4.88,35.4,9833,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,1,CT,"494,871","2,676,485","1,633,962",18.49,3.47,23.3,10732,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,2,CT,"516,691","2,681,912","1,634,594",19.27,2.01,15.8,7533,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,3,CT,"489,445","2,553,949","1,624,984",19.16,3.05,31,8418,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,4,CT,"427,291","2,303,637","1,624,099",18.55,2.74,47,8933,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,5,CT,"381,016","2,040,457","1,623,123",18.67,1.21,62.7,8751,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,6,CT,"430,744","2,375,316","1,622,396",18.13,6.35,65.3,9399,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,7,CT,"469,670","2,756,021","1,621,825",17.04,2.81,72.2,11630,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,8,CT,"471,938","2,828,456","1,622,124",16.69,2.14,72,12368,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,9,CT,"450,263","2,702,934","1,624,358",16.66,3.62,67.8,10694,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,10,CT,"370,868","2,174,695","1,625,903",17.05,3.31,51.4,10275,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,11,CT,"349,597","2,071,611","1,626,702",16.88,2.23,46.1,9769,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2015,12,CT,"386,472","2,310,682","1,626,722",16.73,4.14,43.5,11137,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,1,CT,"438,577","2,552,683","1,629,430",17.18,2.14,29.7,10447,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,2,CT,"425,439","2,374,062","1,641,768",17.92,4.94,32,9664,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,3,CT,"410,137","2,301,292","1,640,407",17.82,2.16,43.2,8870,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,4,CT,"382,831","2,180,415","1,644,557",17.56,2.86,46.8,11334,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,5,CT,"357,556","2,019,629","1,643,725",17.7,3.33,58.4,10206,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,6,CT,"430,405","2,446,162","1,642,971",17.6,1.78,67.4,9167,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,7,CT,"469,123","2,736,036","1,643,049",17.15,3.32,74.1,11594,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,8,CT,"509,274","3,044,423","1,644,378",16.73,3.7,73.9,12328,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,9,CT,"452,107","2,695,886","1,644,554",16.77,1.92,66.2,10035,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,10,CT,"357,494","2,094,294","1,646,490",17.07,3.88,53.5,9688,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,11,CT,"353,897","2,079,391","1,648,325",17.02,3.24,43.5,9806,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2016,12,CT,"401,961","2,406,814","1,650,343",16.7,3.46,32.6,9463,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,1,CT,"434,623","2,544,147","1,649,934",17.08,3.56,32.7,10393,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,2,CT,"390,717","2,249,811","1,650,039",17.37,2.14,34.6,8417,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,3,CT,"395,197","2,269,412","1,647,834",17.41,3.33,33.4,7803,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,4,CT,"378,562","2,193,278","1,652,565",17.26,4.71,51.8,7128,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,5,CT,"352,565","2,007,512","1,653,281",17.56,5.35,56.7,6463,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,6,CT,"411,808","2,353,943","1,652,981",17.49,3.54,67,7935,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,7,CT,"483,271","2,718,502","1,651,730",17.78,4.38,71.5,10937,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,8,CT,"469,632","2,662,946","1,653,155",17.64,2.62,69.1,10717,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,9,CT,"410,797","2,291,301","1,653,673",17.93,2.3,66,7994,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,10,CT,"384,757","2,133,746","1,654,608",18.03,8.26,58.6,9494,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,11,CT,"384,789","2,183,976","1,656,322",17.62,1.62,41,10242,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2017,12,CT,"441,082","2,526,955","1,658,306",17.46,2.29,28.7,10282,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2018,1,CT,"496,716","2,708,293","1,660,149",18.34,3.86,25.4,8980,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
2018,2,CT,"408,244","2,188,121","1,659,457",18.66,5.28,35.7,8856,239.93,30.83,126.82,222.33,11.31,0,17.54,0.71,0,4.44,0,8.56,0.71,0,6.87,0,8.98,0,0,1.15,25.17,4.25,2593.13,0,4.65,30979.71,2590.17,0,0,21938.17,2.96,0,4.65,9041.54
